model,blend_weight,wave_pp,poll_error_pp,random_mode,random_sd_pp,point_D,point_R,expected_D,expected_R,p_D_control,D_lo70,D_hi70,control_mc_se
Bayesian,0.0,1.0,5.0,none,0.0,50,50,48.74419688262832,51.25580311737168,0.1295,47,50,0.0019384680377383923
Bayesian,0.0,2.0,-5.0,none,0.0,54,46,53.45157954464641,46.54842045535359,0.9826,52,55,0.000754922512579933
Bayesian,0.0,2.0,-4.0,none,0.0,53,47,53.085802866628256,46.914197133371744,0.9666666666666667,52,55,0.0010363754503432015
Bayesian,0.0,2.0,-3.0,none,0.0,53,47,52.71100486005343,47.28899513994657,0.9402333333333334,51,54,0.0013686320691627606
Bayesian,0.0,2.0,-2.0,none,0.0,53,47,52.32669057604482,47.67330942395518,0.8983,51,54,0.001745060743928417
Bayesian,0.0,2.0,-1.0,none,0.0,51,49,51.932581309294704,48.067418690705296,0.8368666666666666,50,53,0.0021332357963813947
Bayesian,0.0,2.0,0.0,none,0.0,51,49,51.52866424586769,48.47133575413231,0.7566666666666667,50,53,0.002477379140827541
Bayesian,0.0,2.0,1.0,none,0.0,51,49,51.11522482214879,48.88477517785121,0.6621333333333334,50,53,0.0027307677932663444
Bayesian,0.0,2.0,2.0,none,0.0,51,49,50.6928596478282,49.3071403521718,0.5524,49,52,0.002870854924930899
Bayesian,0.0,2.0,3.0,none,0.0,50,50,50.26247044387436,49.73752955612564,0.4373666666666667,49,52,0.002864012718521315
Bayesian,0.0,2.0,4.0,none,0.0,50,50,49.82524188463335,50.17475811536665,0.3271,48,51,0.002708662585114654
Bayesian,0.0,2.0,5.0,none,0.0,50,50,49.38260800764624,50.61739199235376,0.23253333333333334,48,51,0.0024389996735152317
Bayesian,0.0,3.0,-5.0,none,0.0,54,46,53.983428983960835,46.016571016039165,0.9942333333333333,53,55,0.000437165575887148
Bayesian,0.0,3.0,-4.0,none,0.0,54,46,53.626245002330904,46.373754997669096,0.9874,52,55,0.0006439782605026339
Bayesian,0.0,3.0,-3.0,none,0.0,53,47,53.2610586268072,46.7389413731928,0.9750666666666666,52,55,0.0009002159411723065
Bayesian,0.0,3.0,-2.0,none,0.0,53,47,52.887233841188625,47.112766158811375,0.9527666666666667,51,54,0.0012247767899438598
Bayesian,0.0,3.0,-1.0,none,0.0,53,47,52.50425926925314,47.49574073074686,0.9189333333333334,51,54,0.0015758052145091006
Bayesian,0.0,3.0,0.0,none,0.0,51,49,52.11181005026299,47.88818994973701,0.8658,51,54,0.0019679969512171507
Bayesian,0.0,3.0,1.0,none,0.0,51,49,51.70979944105184,48.29020055894816,0.7945666666666666,50,53,0.0023325985430337048
Bayesian,0.0,3.0,2.0,none,0.0,51,49,51.298415445264276,48.701584554735724,0.7056666666666667,50,53,0.002631230524692596
Bayesian,0.0,3.0,3.0,none,0.0,51,49,50.87813970599082,49.12186029400918,0.6001666666666666,49,52,0.0028282305356818003
Bayesian,0.0,3.0,4.0,none,0.0,51,49,50.44974831696007,49.55025168303993,0.4864,49,52,0.002885683281304447
Bayesian,0.0,3.0,5.0,none,0.0,50,50,50.014296634547165,49.985703365452835,0.37303333333333333,48,52,0.0027921286118632116
Bayesian,0.0,4.0,-5.0,none,0.0,54,46,54.511135299042266,45.488864700957734,0.9984333333333333,53,56,0.00022834274108762261
Bayesian,0.0,4.0,-4.0,none,0.0,54,46,54.16088519607991,45.83911480392009,0.9959666666666667,53,56,0.00036592647510829985
Bayesian,0.0,4.0,-3.0,none,0.0,54,46,53.80360945874453,46.19639054125547,0.9909333333333333,52,55,0.0005472495537449749
Bayesian,0.0,4.0,-2.0,none,0.0,53,47,53.438661698382234,46.561338301617766,0.9810666666666666,52,55,0.0007868685240077117
Bayesian,0.0,4.0,-1.0,none,0.0,53,47,53.0654311965304,46.9345688034696,0.9637333333333333,52,55,0.0010793732063186109
Bayesian,0.0,4.0,0.0,none,0.0,53,47,52.6834051286701,47.3165948713299,0.9351666666666667,51,54,0.0014216184699398335
Bayesian,0.0,4.0,1.0,none,0.0,52,48,52.29222866137061,47.70777133862939,0.8916333333333334,51,54,0.001794652540393471
Bayesian,0.0,4.0,2.0,none,0.0,51,49,51.89175730155374,48.10824269844626,0.8273,50,53,0.002182313069505229
Bayesian,0.0,4.0,3.0,none,0.0,51,49,51.482096633945076,48.517903366054924,0.7457666666666667,50,53,0.0025139527014614227
Bayesian,0.0,4.0,4.0,none,0.0,51,49,51.06362618824667,48.93637381175333,0.6466666666666666,50,53,0.0027597638116868438
Bayesian,0.0,4.0,5.0,none,0.0,51,49,50.63700637579379,49.36299362420621,0.5361,49,52,0.0028792174283995987
Bayesian,0.0,5.0,-5.0,none,0.0,55,45,55.03712534168312,44.96287465831688,0.9994333333333333,54,57,0.00013739790822711533
Bayesian,0.0,5.0,-4.0,none,0.0,54,46,54.69252056618534,45.30747943381466,0.9989,53,56,0.0001913800755913034
Bayesian,0.0,5.0,-3.0,none,0.0,54,46,54.34167429752351,45.65832570247649,0.9973333333333333,53,56,0.0002977446084345662
Bayesian,0.0,5.0,-2.0,none,0.0,54,46,53.984031737576785,46.015968262423215,0.9936666666666667,52,55,0.00045801099776541723
Bayesian,0.0,5.0,-1.0,none,0.0,54,46,53.61900198790118,46.38099801209882,0.9861333333333333,52,55,0.0006751390528926183
Bayesian,0.0,5.0,0.0,none,0.0,53,47,53.24601063690868,46.75398936309132,0.973,52,55,0.0009357884376289337
Bayesian,0.0,5.0,1.0,none,0.0,53,47,52.86455715205156,47.13544284794844,0.9494333333333334,51,54,0.0012650385881978576
Bayesian,0.0,5.0,2.0,none,0.0,53,47,52.47427219865481,47.52572780134519,0.9129,51,54,0.0016280211915082675
Bayesian,0.0,5.0,3.0,none,0.0,51,49,52.07496958815694,47.92503041184306,0.858,51,54,0.002015241920961352
Bayesian,0.0,5.0,4.0,none,0.0,51,49,51.66668796572009,48.33331203427991,0.7841333333333333,50,53,0.0023753473352255165
Bayesian,0.0,5.0,5.0,none,0.0,51,49,51.249718611451684,48.750281388548316,0.6918333333333333,50,53,0.0026658330294188986
Bayesian,0.0,6.0,-5.0,none,0.0,55,45,55.56294119527931,44.43705880472069,0.9999,54,57,5.7732140095441055e-05
Bayesian,0.0,6.0,-4.0,none,0.0,55,45,55.22319272605361,44.77680727394639,0.9995666666666667,54,57,0.00012015899960129327
Bayesian,0.0,6.0,-3.0,none,0.0,54,46,54.877708619325574,45.122291380674426,0.9991,53,56,0.00017312712092563775
Bayesian,0.0,6.0,-2.0,none,0.0,54,46,54.52608649234806,45.47391350765194,0.9983333333333333,53,56,0.00023550575993585432
Bayesian,0.0,6.0,-1.0,none,0.0,54,46,54.16784163331114,45.83215836668886,0.9954333333333333,53,56,0.00038926478658372866
Bayesian,0.0,6.0,0.0,none,0.0,54,46,53.80244417656367,46.19755582343633,0.9901,52,55,0.0005716056332822488
Bayesian,0.0,6.0,1.0,none,0.0,53,47,53.42936521168238,46.57063478831762,0.9798,52,55,0.0008122388811181104
Bayesian,0.0,6.0,2.0,none,0.0,53,47,53.048128774994915,46.951871225005085,0.9607666666666667,52,55,0.0011209234123240965
Bayesian,0.0,6.0,3.0,none,0.0,53,47,52.65836551747586,47.34163448252414,0.9301,51,54,0.0014721185414225306
Bayesian,0.0,6.0,4.0,none,0.0,52,48,52.259863183818084,47.740136816181916,0.8833666666666666,51,54,0.0018531954285223933
Bayesian,0.0,6.0,5.0,none,0.0,51,49,51.852609118817746,48.147390881182254,0.8180333333333333,50,53,0.002227515797840642
Bayesian,0.0,7.0,-5.0,none,0.0,55,45,56.08919709924247,43.91080290075753,0.9999666666666667,55,58,3.3332777773146234e-05
Bayesian,0.0,7.0,-4.0,none,0.0,55,45,55.754038814369835,44.245961185630165,0.9999666666666667,54,57,3.3332777773146234e-05
Bayesian,0.0,7.0,-3.0,none,0.0,55,45,55.41335440637705,44.58664559362295,0.9997333333333334,54,57,9.42683325328158e-05
Bayesian,0.0,7.0,-2.0,none,0.0,55,45,55.066912100014754,44.933087899985246,0.9993666666666666,54,57,0.00014525061356408144
Bayesian,0.0,7.0,-1.0,none,0.0,54,46,54.71437811349213,45.28562188650787,0.9988333333333334,53,56,0.00019708759098055348
Bayesian,0.0,7.0,0.0,none,0.0,54,46,54.35533751640354,45.64466248359646,0.9969333333333333,53,56,0.00031923148456995996
Bayesian,0.0,7.0,1.0,none,0.0,54,46,53.989324964313184,46.010675035686816,0.9926,52,56,0.0004948144433354105
Bayesian,0.0,7.0,2.0,none,0.0,54,46,53.61586430042388,46.38413569957612,0.985,52,55,0.0007017834423809102
Bayesian,0.0,7.0,3.0,none,0.0,53,47,53.234514745062285,46.765485254937715,0.9700333333333333,52,55,0.0009843553822266222
Bayesian,0.0,7.0,4.0,none,0.0,53,47,52.84492018189951,47.15507981810049,0.9445666666666667,51,54,0.0013211166853447488
Bayesian,0.0,7.0,5.0,none,0.0,52,48,52.446857199438014,47.553142800561986,0.906,51,54,0.0016848738825205878
Bayesian,0.0,8.0,-5.0,none,0.0,56,44,56.61567968877203,43.38432031122797,1.0,55,58,0.0
Bayesian,0.0,8.0,-4.0,none,0.0,55,45,56.28530177518715,43.71469822481285,0.9999666666666667,55,58,3.3332777773146234e-05
Bayesian,0.0,8.0,-3.0,none,0.0,55,45,55.94934882958274,44.05065117041726,0.9999666666666667,54,58,3.3332777773146234e-05
Bayesian,0.0,8.0,-2.0,none,0.0,55,45,55.60774322806245,44.39225677193755,0.9998333333333334,54,57,7.452938769122564e-05
Bayesian,0.0,8.0,-1.0,none,0.0,55,45,55.26030708730315,44.73969291269685,0.9995333333333334,54,57,0.00012469280771678287
Bayesian,0.0,8.0,0.0,none,0.0,54,46,54.9067698156781,45.0932301843219,0.9990333333333333,53,56,0.00017941871160521197
Bayesian,0.0,8.0,1.0,none,0.0,54,46,54.54678403197889,45.45321596802111,0.9978666666666667,53,56,0.0002663820703564844
Bayesian,0.0,8.0,2.0,none,0.0,54,46,54.17995033638338,45.82004966361662,0.9949333333333333,53,56,0.0004099185104202847
Bayesian,0.0,8.0,3.0,none,0.0,54,46,53.80585054465659,46.19414945534341,0.9889,52,55,0.0006048908992537414
Bayesian,0.0,8.0,4.0,none,0.0,53,47,53.42408784632411,46.57591215367589,0.9780333333333333,52,55,0.0008462492190488221
Bayesian,0.0,8.0,5.0,none,0.0,53,47,53.03433113239535,46.96566886760465,0.9571666666666667,51,55,0.0011690257894059887
Bayesian,0.0,9.0,-5.0,none,0.0,57,43,57.14154717291072,42.85845282708928,1.0,56,59,0.0
Bayesian,0.0,9.0,-4.0,none,0.0,56,44,56.81647067260785,43.18352932739215,1.0,55,58,0.0
Bayesian,0.0,9.0,-3.0,none,0.0,56,44,56.48558468190853,43.51441531809147,0.9999666666666667,55,58,3.3332777773146234e-05
Bayesian,0.0,9.0,-2.0,none,0.0,55,45,56.14892831220506,43.85107168779494,0.9999666666666667,55,58,3.3332777773146234e-05
Bayesian,0.0,9.0,-1.0,none,0.0,55,45,55.80645506469153,44.19354493530847,0.9999333333333333,54,57,4.7138880704507926e-05
Bayesian,0.0,9.0,0.0,none,0.0,55,45,55.45803205070948,44.54196794929052,0.9996333333333334,54,57,0.00011053388955763474
Bayesian,0.0,9.0,1.0,none,0.0,54,46,55.103444978252554,44.896555021747446,0.9993666666666666,54,57,0.00014525061356408144
Bayesian,0.0,9.0,2.0,none,0.0,54,46,54.74240995844602,45.25759004155398,0.9988,53,56,0.00019987996397838204
Bayesian,0.0,9.0,3.0,none,0.0,54,46,54.37459292245509,45.62540707754491,0.9963666666666666,53,56,0.0003473774230920535
Bayesian,0.0,9.0,4.0,none,0.0,54,46,53.99963679044278,46.00036320955722,0.9921333333333333,52,56,0.0005100582392309805
Bayesian,0.0,9.0,5.0,none,0.0,53,47,53.61719554244707,46.38280445755293,0.9834333333333334,52,55,0.0007369353708031248
Bayesian,0.0,10.0,-5.0,none,0.0,57,43,57.66557173647121,42.33442826352879,1.0,56,59,0.0
Bayesian,0.0,10.0,-4.0,none,0.0,57,43,57.34650120402044,42.65349879597956,1.0,56,59,0.0
Bayesian,0.0,10.0,-3.0,none,0.0,57,43,57.02128519696877,42.97871480303123,1.0,55,59,0.0
Bayesian,0.0,10.0,-2.0,none,0.0,56,44,56.6900359878487,43.3099640121513,1.0,55,58,0.0
Bayesian,0.0,10.0,-1.0,none,0.0,55,45,56.352799006373004,43.647200993626996,0.9999666666666667,55,58,3.3332777773146234e-05
Bayesian,0.0,10.0,0.0,none,0.0,55,45,56.009548577015195,43.990451422984805,0.9999666666666667,54,58,3.3332777773146234e-05
Bayesian,0.0,10.0,1.0,none,0.0,55,45,55.660187089743914,44.339812910256086,0.9998333333333334,54,57,7.452938769122564e-05
Bayesian,0.0,10.0,2.0,none,0.0,55,45,55.3045483746018,44.6954516253982,0.9995,54,57,0.00012906716597698852
Bayesian,0.0,10.0,3.0,none,0.0,54,46,54.94240629201701,45.05759370798299,0.9991666666666666,53,57,0.00016659720774860024
Bayesian,0.0,10.0,4.0,none,0.0,54,46,54.57348952124063,45.42651047875937,0.9977,53,56,0.00027656885821316236
Bayesian,0.0,10.0,5.0,none,0.0,54,46,54.197503118432756,45.802496881567244,0.9946666666666667,53,56,0.0004205111528005275
Bayesian,0.0,0.0,0.0,shared,1.0,51,49,50.31755175514517,49.68244824485483,0.4564,49,52,0.00287575520515916
Bayesian,0.0,2.0,0.0,shared,1.0,51,49,51.52392889172021,48.47607110827979,0.7473666666666666,50,53,0.002508716353185577
Bayesian,0.0,4.0,0.0,shared,1.0,53,47,52.67884738748607,47.32115261251393,0.9273,51,54,0.001499052033786686
Bayesian,0.0,6.0,0.0,shared,1.0,54,46,53.79860784394151,46.20139215605849,0.9871666666666666,52,55,0.0006498368741176234
Bayesian,0.0,8.0,0.0,shared,1.0,54,46,54.903541271603686,45.096458728396314,0.9985333333333334,53,56,0.00022094611375895142
Bayesian,0.0,10.0,0.0,shared,1.0,55,45,56.006487363703016,43.993512636296984,0.9999333333333333,54,58,4.7138880704507926e-05
Bayesian,0.0,0.0,0.0,independent,1.0,51,49,50.318846647575015,49.681153352424985,0.4568333333333333,49,52,0.0028759731042372937
Bayesian,0.0,2.0,0.0,independent,1.0,51,49,51.525379814442836,48.474620185557164,0.7554666666666666,50,53,0.002481510173410688
Bayesian,0.0,4.0,0.0,independent,1.0,53,47,52.68002998111989,47.31997001888011,0.9338,51,54,0.0014354739054867332
Bayesian,0.0,6.0,0.0,independent,1.0,54,46,53.79944981440363,46.20055018559637,0.9899666666666667,52,55,0.0005754032080653113
Bayesian,0.0,8.0,0.0,independent,1.0,54,46,54.904273869873705,45.095726130126295,0.9990333333333333,53,56,0.00017941871160521197
Bayesian,0.0,10.0,0.0,independent,1.0,55,45,56.00741249707117,43.99258750292883,0.9999333333333333,54,58,4.7138880704507926e-05
Bayesian,0.0,0.0,0.0,shared,2.0,51,49,50.306560707497255,49.693439292502745,0.45843333333333336,48,52,0.0028767586633931265
Bayesian,0.0,2.0,0.0,shared,2.0,51,49,51.51017149812037,48.48982850187963,0.7266333333333334,50,53,0.0025731778810271565
Bayesian,0.0,4.0,0.0,shared,2.0,53,47,52.665477658454606,47.334522341545394,0.9082333333333333,51,54,0.0016667887844150654
Bayesian,0.0,6.0,0.0,shared,2.0,54,46,53.78717971147347,46.21282028852653,0.9785,52,55,0.0008374116868860455
Bayesian,0.0,8.0,0.0,shared,2.0,54,46,54.8937856506644,45.1062143493356,0.9964666666666666,53,57,0.0003425808366351385
Bayesian,0.0,10.0,0.0,shared,2.0,55,45,55.997206077396235,44.002793922603765,0.9997333333333334,54,58,9.42683325328158e-05
Bayesian,0.0,0.0,0.0,independent,2.0,51,49,50.31145756448858,49.68854243551142,0.4557,49,52,0.002875398581066632
Bayesian,0.0,2.0,0.0,independent,2.0,51,49,51.515712026423564,48.484287973576436,0.7535333333333334,50,53,0.002488110721604439
Bayesian,0.0,4.0,0.0,independent,2.0,53,47,52.670071984066624,47.329928015933376,0.9303,51,54,0.0014701690379000638
Bayesian,0.0,6.0,0.0,independent,2.0,54,46,53.790548757528654,46.209451242471346,0.9885,52,55,0.0006155688426163222
Bayesian,0.0,8.0,0.0,independent,2.0,54,46,54.89676780606721,45.10323219393279,0.9990666666666667,53,56,0.00017630108925946643
Bayesian,0.0,10.0,0.0,independent,2.0,55,45,56.000911354233594,43.999088645766406,0.9999333333333333,54,58,4.7138880704507926e-05
Bayesian,0.0,0.0,0.0,shared,3.0,51,49,50.289536426402975,49.710463573597025,0.4618333333333333,48,52,0.002878328829694733
Bayesian,0.0,2.0,0.0,shared,3.0,51,49,51.48861888452295,48.51138111547705,0.7006666666666667,50,53,0.002644068133822632
Bayesian,0.0,4.0,0.0,shared,3.0,53,47,52.644127632055714,47.355872367944286,0.8764,51,55,0.0019002020945152126
Bayesian,0.0,6.0,0.0,shared,3.0,54,46,53.76840948148428,46.23159051851572,0.9615,52,56,0.0011108217678817782
Bayesian,0.0,8.0,0.0,shared,3.0,54,46,54.8773453672524,45.1226546327476,0.9920666666666667,53,57,0.000512197733808457
Bayesian,0.0,10.0,0.0,shared,3.0,55,45,55.98144973470531,44.01855026529469,0.9986,54,58,0.0002158734197008328
Bayesian,0.0,0.0,0.0,independent,3.0,51,49,50.29956150081264,49.70043849918736,0.4508,49,52,0.002872741779786922
Bayesian,0.0,2.0,0.0,independent,3.0,51,49,51.50018234481749,48.49981765518251,0.7481333333333333,50,53,0.002506191326088845
Bayesian,0.0,4.0,0.0,independent,3.0,53,47,52.65399247129127,47.34600752870873,0.9251666666666667,51,54,0.001519136877260193
Bayesian,0.0,6.0,0.0,independent,3.0,54,46,53.77596618242112,46.22403381757888,0.9868666666666667,52,55,0.0006572885943756336
Bayesian,0.0,8.0,0.0,independent,3.0,54,46,54.884200454264914,45.115799545735086,0.9989333333333333,53,56,0.00018846121518665163
Bayesian,0.0,10.0,0.0,independent,3.0,55,45,55.98978713461232,44.01021286538768,0.9999333333333333,54,58,4.7138880704507926e-05
Corrected 20%,0.2,0.0,-5.0,none,0.0,53,47,52.34552445823408,47.65447554176592,0.8906,51,54,0.0018021435384933506
Corrected 20%,0.2,0.0,-4.0,none,0.0,52,48,51.906976716492366,48.093023283507634,0.8246333333333333,50,53,0.002195550036542771
Corrected 20%,0.2,0.0,-3.0,none,0.0,51,49,51.455207616057905,48.544792383942095,0.7346,50,53,0.0025492668227028205
Corrected 20%,0.2,0.0,-2.0,none,0.0,51,49,50.99108493210244,49.00891506789756,0.6275333333333334,49,53,0.0027912676265386955
Corrected 20%,0.2,0.0,-1.0,none,0.0,51,49,50.5159555465425,49.4840444534575,0.5042,49,52,0.002886649499564042
Corrected 20%,0.2,0.0,0.0,none,0.0,51,49,50.031640890039014,49.968359109960986,0.38326666666666664,48,52,0.0028069754118914122
Corrected 20%,0.2,0.0,1.0,none,0.0,50,50,49.54039790488531,50.45960209511469,0.2742,48,51,0.0025756187606087977
Corrected 20%,0.2,0.0,2.0,none,0.0,50,50,49.04484958313142,50.95515041686858,0.18293333333333334,47,51,0.0022321046039473513
Corrected 20%,0.2,0.0,3.0,none,0.0,49,51,48.54789284382433,51.45210715617567,0.11453333333333333,47,50,0.001838617677213771
Corrected 20%,0.2,0.0,4.0,none,0.0,49,51,48.05259354204265,51.94740645795735,0.06596666666666667,46,50,0.0014331209015705961
Corrected 20%,0.2,0.0,5.0,none,0.0,48,52,47.56207848047896,52.43792151952104,0.03546666666666667,46,49,0.0010678449048156483
Corrected 20%,0.2,1.0,-5.0,none,0.0,53,47,52.92796249528352,47.07203750471648,0.9481666666666667,51,54,0.0012799301919621613
Corrected 20%,0.2,1.0,-4.0,none,0.0,53,47,52.50546827014416,47.49453172985584,0.9089333333333334,51,54,0.001661059189080759
Corrected 20%,0.2,1.0,-3.0,none,0.0,52,48,52.0695078757714,47.9304921242286,0.8489333333333333,50,54,0.0020675712715558232
Corrected 20%,0.2,1.0,-2.0,none,0.0,51,49,51.62041171093292,48.37958828906708,0.7683666666666666,50,53,0.002435702035842522
Corrected 20%,0.2,1.0,-1.0,none,0.0,51,49,51.158933274400724,48.841066725599276,0.6653666666666667,50,53,0.0027242972522319438
Corrected 20%,0.2,1.0,0.0,none,0.0,51,49,50.68628567301232,49.31371432698768,0.5484,49,52,0.00287319473757001
Corrected 20%,0.2,1.0,1.0,none,0.0,51,49,50.20414670405655,49.79585329594345,0.42386666666666667,49,52,0.002853090228480665
Corrected 20%,0.2,1.0,2.0,none,0.0,50,50,49.71463068427113,50.28536931572887,0.3098,48,51,0.002669731322311916
Corrected 20%,0.2,1.0,3.0,none,0.0,50,50,49.22022976623968,50.77977023376032,0.21116666666666667,48,51,0.0023563764947871096
Corrected 20%,0.2,1.0,4.0,none,0.0,49,51,48.72373135622128,51.27626864377872,0.1364,47,50,0.001981540141741603
Corrected 20%,0.2,1.0,5.0,none,0.0,49,51,48.22812062037461,51.77187937962539,0.08083333333333333,47,50,0.0015737355300426176
Corrected 20%,0.2,2.0,-5.0,none,0.0,53,47,53.493365410300285,46.506634589699715,0.9804666666666667,52,55,0.0007989948314856231
Corrected 20%,0.2,2.0,-4.0,none,0.0,53,47,53.08616571255507,46.91383428744493,0.9595333333333333,52,55,0.0011376747566206483
Corrected 20%,0.2,2.0,-3.0,none,0.0,53,47,52.665756054585344,47.334243945414656,0.9257666666666666,51,54,0.0015135250857469084
Corrected 20%,0.2,2.0,-2.0,none,0.0,52,48,52.23206032437801,47.76793967562199,0.8738333333333334,51,54,0.001917017117719513
Corrected 20%,0.2,2.0,-1.0,none,0.0,51,49,51.78533358009184,48.21466641990816,0.7984,50,53,0.002316300498640019
Corrected 20%,0.2,2.0,0.0,none,0.0,51,49,51.326226462263534,48.673773537736466,0.7052,50,53,0.0026324447445926252
Corrected 20%,0.2,2.0,1.0,none,0.0,51,49,50.85582766903261,49.14417233096739,0.591,49,52,0.0028385383562671827
Corrected 20%,0.2,2.0,2.0,none,0.0,51,49,50.375677683509984,49.624322316490016,0.46623333333333333,49,52,0.002880160945862935
Corrected 20%,0.2,2.0,3.0,none,0.0,50,50,49.88775081211375,50.11224918788625,0.3490333333333333,48,52,0.0027520238949759355
Corrected 20%,0.2,2.0,4.0,none,0.0,50,50,49.39440701236916,50.60559298763084,0.2441,48,51,0.0024800214380793838
Corrected 20%,0.2,2.0,5.0,none,0.0,49,51,48.898318963847075,51.101681036152925,0.1589,47,51,0.002110693330006359
Corrected 20%,0.2,3.0,-5.0,none,0.0,54,46,54.04422808186854,45.95577191813146,0.9931,53,56,0.0004779257264471129
Corrected 20%,0.2,3.0,-4.0,none,0.0,53,47,53.6512337301633,46.3487662698367,0.9850666666666666,52,55,0.0007002458827414103
Corrected 20%,0.2,3.0,-3.0,none,0.0,53,47,53.24558310128299,46.75441689871701,0.9683666666666667,52,55,0.001010489412043417
Corrected 20%,0.2,3.0,-2.0,none,0.0,53,47,52.8269390329621,47.1730609670379,0.9387333333333333,51,54,0.0013845945522332791
Corrected 20%,0.2,3.0,-1.0,none,0.0,53,47,52.39519134851708,47.60480865148292,0.8943666666666666,51,54,0.00177458851777177
Corrected 20%,0.2,3.0,0.0,none,0.0,52,48,51.9505318189245,48.0494681810755,0.8272666666666667,50,54,0.00218247969741522
Corrected 20%,0.2,3.0,1.0,none,0.0,51,49,51.49351989772319,48.50648010227681,0.7404333333333334,50,53,0.002531085486652069
Corrected 20%,0.2,3.0,2.0,none,0.0,51,49,51.025129932887864,48.974870067112136,0.6316333333333334,49,53,0.0027849157112053713
Corrected 20%,0.2,3.0,3.0,none,0.0,51,49,50.54677248220153,49.45322751779847,0.5086333333333334,49,52,0.002886320989053687
Corrected 20%,0.2,3.0,4.0,none,0.0,50,50,50.06028580222794,49.93971419777206,0.38843333333333335,48,52,0.0028139703794276684
Corrected 20%,0.2,3.0,5.0,none,0.0,50,50,49.56789779361844,50.43210220638156,0.27853333333333335,48,51,0.0025881300556937215
Corrected 20%,0.2,4.0,-5.0,none,0.0,55,45,54.58302975779,45.41697024221,0.9977333333333334,53,56,0.0002745620081079962
Corrected 20%,0.2,4.0,-4.0,none,0.0,54,46,54.20307222479502,45.79692777520498,0.9947333333333334,53,56,0.00041788869685953714
Corrected 20%,0.2,4.0,-3.0,none,0.0,54,46,53.81112972715696,46.18887027284304,0.9888,52,55,0.0006075788014735205
Corrected 20%,0.2,4.0,-2.0,none,0.0,53,47,53.4067335882352,46.5932664117648,0.9756333333333334,52,55,0.0008901859772396291
Corrected 20%,0.2,4.0,-1.0,none,0.0,53,47,52.98954798733797,47.01045201266203,0.9507333333333333,51,55,0.0012495260731202882
Corrected 20%,0.2,4.0,0.0,none,0.0,53,47,52.559439174094464,47.440560825905536,0.9127333333333333,51,54,0.0016294293025019076
Corrected 20%,0.2,4.0,1.0,none,0.0,52,48,52.116547357190065,47.883452642809935,0.8528666666666667,51,54,0.00204519856864442
