observation_id,source,dataset,cycle,geography,source_poll_id,source_question_id,population,reported_n,reported_n_basis,estimate_basis,survey_n,estimate_n,basis_review_status,basis_evidence,basis_notes,selection_status,source_quality_flags,population_n,question_construct,availability_status,documented_release_date,availability_evidence,availability_notes,archive_created_date,n_conflict_values,metadata_version
538:senate:33,538,senate,2014,MI,34354,42174,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:34,538,senate,2014,MI,34317,42160,unknown,1224.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:35,538,senate,2014,MI,34328,125177,unknown,914.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:36,538,senate,2014,NM,33046,39651,unknown,603.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:37,538,senate,2014,NM,32994,39597,unknown,830.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:38,538,senate,2014,NM,33730,40914,unknown,727.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:39,538,senate,2014,NM,32942,39540,unknown,1093.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:40,538,senate,2014,NM,34436,42169,unknown,614.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:41,538,senate,2014,NM,34098,42108,unknown,614.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:42,538,senate,2014,NM,33761,40947,unknown,962.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:43,538,senate,2014,IL,33040,39645,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:44,538,senate,2014,IL,32983,39584,unknown,750.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:45,538,senate,2014,IL,32955,39554,unknown,3955.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:46,538,senate,2014,IL,34459,42224,unknown,1086.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:47,538,senate,2014,IL,33769,40955,unknown,723.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:48,538,senate,2014,IL,33745,40929,unknown,691.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:49,538,senate,2014,IL,33756,40942,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:50,538,senate,2014,IL,33800,40986,unknown,3519.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:51,538,senate,2014,IL,34512,42272,unknown,823.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:52,538,senate,2014,IL,34395,125175,unknown,1064.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:53,538,senate,2014,MT,33706,40889,unknown,535.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:54,538,senate,2014,MT,32947,39545,unknown,549.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:55,538,senate,2014,MT,33752,40938,unknown,410.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:56,538,senate,2014,MT,33833,41022,unknown,497.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:57,538,senate,2014,MT,34429,42152,unknown,604.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:58,538,senate,2014,MN,33055,39660,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:59,538,senate,2014,MN,32966,39565,unknown,750.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:60,538,senate,2014,MN,32949,39547,unknown,2562.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:61,538,senate,2014,MN,33710,40893,unknown,577.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:62,538,senate,2014,MN,33726,40910,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:63,538,senate,2014,MN,33782,40968,unknown,597.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:64,538,senate,2014,MN,33821,41010,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:65,538,senate,2014,MN,33785,40971,unknown,2430.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:66,538,senate,2014,MN,34386,42115,unknown,597.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:67,538,senate,2014,NH,33052,39657,unknown,1027.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:68,538,senate,2014,NH,33041,39646,unknown,630.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:69,538,senate,2014,NH,33042,39647,unknown,2214.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:70,538,senate,2014,NH,33043,39648,unknown,750.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:71,538,senate,2014,NH,33047,39652,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:72,538,senate,2014,NH,33050,39655,unknown,735.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:73,538,senate,2014,NH,33028,39633,unknown,495.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:74,538,senate,2014,NH,33018,39621,unknown,550.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:75,538,senate,2014,NH,33006,39609,unknown,652.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:76,538,senate,2014,NH,33005,39608,unknown,1494.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:77,538,senate,2014,NH,32982,39583,unknown,1331.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:78,538,senate,2014,NH,32973,39572,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:79,538,senate,2014,NH,32944,39542,unknown,1260.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:80,538,senate,2014,NH,33725,40909,unknown,1286.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:81,538,senate,2014,NH,34038,40900,unknown,681.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:82,538,senate,2014,NH,33719,40903,unknown,824.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:83,538,senate,2014,NH,33744,40928,unknown,1081.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:84,538,senate,2014,NH,33750,40936,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:85,538,senate,2014,NH,34431,42154,unknown,322.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:86,538,senate,2014,NH,33820,41009,unknown,921.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:87,538,senate,2014,NH,33837,41026,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:88,538,senate,2014,NH,33839,41028,unknown,764.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:89,538,senate,2014,NH,33817,41006,unknown,645.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:90,538,senate,2014,NH,33757,40943,unknown,643.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:91,538,senate,2014,NH,33762,40948,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:92,538,senate,2014,NH,33803,40989,unknown,1042.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:93,538,senate,2014,NH,33966,42141,unknown,1132.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:94,538,senate,2014,NH,34347,42097,unknown,555.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:95,538,senate,2014,NH,34417,42132,unknown,544.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:96,538,senate,2014,NH,34333,42189,unknown,600.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:97,538,senate,2014,NH,34393,42167,unknown,940.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:98,538,senate,2014,NH,34501,42258,unknown,679.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:99,538,senate,2014,NH,34377,42112,unknown,1526.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:100,538,senate,2014,NH,34423,42140,unknown,757.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:101,538,senate,2014,NH,34345,42194,unknown,1690.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:102,538,senate,2014,ME,34476,42226,unknown,482.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:103,538,senate,2014,ME,34014,42252,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:104,538,senate,2014,ME,32951,39549,unknown,1531.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:105,538,senate,2014,ME,33724,40908,unknown,540.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:106,538,senate,2014,ME,33766,40952,unknown,667.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:107,538,senate,2014,ME,34008,42164,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:108,538,senate,2014,ME,33796,40982,unknown,1177.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:109,538,senate,2014,ME,34322,42171,unknown,488.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:110,538,senate,2014,ME,34383,42130,unknown,906.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:111,538,senate,2014,NJ,33064,39670,unknown,807.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:112,538,senate,2014,NJ,32974,39573,unknown,1058.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:113,538,senate,2014,NJ,32943,39541,unknown,2011.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:114,538,senate,2014,NJ,33683,40866,unknown,477.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:115,538,senate,2014,NJ,34502,42259,unknown,810.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:116,538,senate,2014,NJ,33805,40991,unknown,525.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:117,538,senate,2014,NJ,33816,41005,unknown,806.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:118,538,senate,2014,NJ,33759,40945,unknown,1868.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:119,538,senate,2014,NJ,34410,42116,unknown,750.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:120,538,senate,2014,SC,32978,39578,unknown,1082.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:121,538,senate,2014,SC,32938,39534,unknown,2663.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:122,538,senate,2014,SC,34504,42261,unknown,917.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:123,538,senate,2014,SC,33798,40984,unknown,1566.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:124,538,senate,2014,AK,33060,39665,unknown,709.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:125,538,senate,2014,AK,33032,39637,unknown,500.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:126,538,senate,2014,AK,33017,39620,unknown,800.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:127,538,senate,2014,AK,33003,126627,unknown,880.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:128,538,senate,2014,AK,32991,39594,unknown,750.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:129,538,senate,2014,AK,34468,42215,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:130,538,senate,2014,AK,32964,39563,unknown,593.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:131,538,senate,2014,AK,33713,40896,unknown,400.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
538:senate:132,538,senate,2014,AK,33705,40888,unknown,704.0,unknown,unknown,,,not_reviewed,,,retained_no_time_filter,historical_population_and_publication_date_unavailable,,unknown,not_reviewed,,,,,,basis-availability-v1
